quote_number,item_id,workflow_status,part_number,revision,description,type,material,process,is_fully_configured,part_uuid,export_controlled,quantity,unit_price,total_price,total_price_with_add_ons,lead_time
7697,7151546,completed,0042-88653,01,"PANEL, CONNECTOR,
FACILITY, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,200,68.73,13746.00,13746.00,80
7697,7151546,completed,0042-88653,01,"PANEL, CONNECTOR,
FACILITY, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,300,67.45,20235.00,20235.00,80
7697,7151558,completed,0042-89416,02,"CHASSIS, MOUNTING, SYM3",manufactured,Aluminum 5052-H32,SM - Piece W/HDWE,True,,False,1,1480.00,1480.00,1680.00,80
7697,7151558,completed,0042-89416,02,"CHASSIS, MOUNTING, SYM3",manufactured,Aluminum 5052-H32,SM - Piece W/HDWE,True,,False,5,596.00,2980.00,3180.00,80
7697,7151558,completed,0042-89416,02,"CHASSIS, MOUNTING, SYM3",manufactured,Aluminum 5052-H32,SM - Piece W/HDWE,True,,False,10,484.00,4840.00,5040.00,80
7697,7151558,completed,0042-89416,02,"CHASSIS, MOUNTING, SYM3",manufactured,Aluminum 5052-H32,SM - Piece W/HDWE,True,,False,25,416.00,10400.00,10600.00,80
7697,7151558,completed,0042-89416,02,"CHASSIS, MOUNTING, SYM3",manufactured,Aluminum 5052-H32,SM - Piece W/HDWE,True,,False,50,394.00,19700.00,19700.00,80
7697,7151558,completed,0042-89416,02,"CHASSIS, MOUNTING, SYM3",manufactured,Aluminum 5052-H32,SM - Piece W/HDWE,True,,False,100,386.00,38600.00,38600.00,80
7697,7151558,completed,0042-89416,02,"CHASSIS, MOUNTING, SYM3",manufactured,Aluminum 5052-H32,SM - Piece W/HDWE,True,,False,200,380.00,76000.00,76000.00,80
7697,7151558,completed,0042-89416,02,"CHASSIS, MOUNTING, SYM3",manufactured,Aluminum 5052-H32,SM - Piece W/HDWE,True,,False,300,378.00,113400.00,113400.00,80
7697,7151560,completed,0042-89551,01,"BRACKET, BR1EAKER
MOUNTING, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,1,617.00,617.00,817.00,80
7697,7151560,completed,0042-89551,01,"BRACKET, BR1EAKER
MOUNTING, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,5,154.00,770.00,970.00,80
7697,7151560,completed,0042-89551,01,"BRACKET, BR1EAKER
MOUNTING, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,10,95.80,958.00,1158.00,80
7697,7151560,completed,0042-89551,01,"BRACKET, BR1EAKER
MOUNTING, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,25,61.00,1525.00,1725.00,80
7697,7151560,completed,0042-89551,01,"BRACKET, BR1EAKER
MOUNTING, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,50,49.42,2471.00,2471.00,80
7697,7151560,completed,0042-89551,01,"BRACKET, BR1EAKER
MOUNTING, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,100,43.98,4398.00,4398.00,80
7697,7151560,completed,0042-89551,01,"BRACKET, BR1EAKER
MOUNTING, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,200,41.08,8216.00,8216.00,80
7697,7151560,completed,0042-89551,01,"BRACKET, BR1EAKER
MOUNTING, SYM3",manufactured,Carbon Steel A653,SM - Piece W/HDWE,True,,False,300,40.12,12036.00,12036.00,80
7697,7151508,completed,0043-05943,01,"COVER, TOP,REAR, SYM3, VISTARA",manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,,False,1,815.00,815.00,1415.00,80
7697,7151508,completed,0043-05943,01,"COVER, TOP,REAR, SYM3, VISTARA",manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,,False,5,287.00,1435.00,2035.00,80
7697,7151508,completed,0043-05943,01,"COVER, TOP,REAR, SYM3, VISTARA",manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,,False,10,221.00,2210.00,2810.00,80
7697,7151508,completed,0043-05943,01,"COVER, TOP,REAR, SYM3, VISTARA",manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,,False,25,182.00,4550.00,5150.00,80
7697,7151508,completed,0043-05943,01,"COVER, TOP,REAR, SYM3, VISTARA",manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,,False,50,169.00,8450.00,8450.00,80
7697,7151508,completed,0043-05943,01,"COVER, TOP,REAR, SYM3, VISTARA",manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,,False,100,163.00,16300.00,16300.00,80
7697,7151508,completed,0043-05943,01,"COVER, TOP,REAR, SYM3, VISTARA",manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,,False,200,160.00,32000.00,32000.00,80
7697,7151508,completed,0043-05943,01,"COVER, TOP,REAR, SYM3, VISTARA",manufactured,Steel (Galvanized),SM - Piece W/HDWE,True,,False,300,159.00,47700.00,47700.00,80
7698,7151648,not_started,0042-60482,03,"PANEL, SIDE COVER",assembled,CRS,SM - Assy,True,,False,1,1010.00,1010.00,1010.00,60
7698,7151648,not_started,0042-60482,03,"PANEL, SIDE COVER",assembled,CRS,SM - Assy,True,,False,5,284.00,1420.00,1420.00,60
7698,7151648,not_started,0042-60482,03,"PANEL, SIDE COVER",assembled,CRS,SM - Assy,True,,False,10,203.00,2030.00,2030.00,60
7698,7151648,not_started,0042-60482,03,"PANEL, SIDE COVER",assembled,CRS,SM - Assy,True,,False,25,143.00,3575.00,3575.00,60
7698,7151648,not_started,0042-60482,03,"PANEL, SIDE COVER",assembled,CRS,SM - Assy,True,,False,50,131.00,6550.00,6550.00,60
7698,7151648,not_started,0042-60482,03,"PANEL, SIDE COVER",assembled,CRS,SM - Assy,True,,False,100,123.00,12300.00,12300.00,60
7698,7151648,not_started,0042-60482,03,"PANEL, SIDE COVER",assembled,CRS,SM - Assy,True,,False,200,119.00,23800.00,23800.00,60
7698,7151648,not_started,0042-60482,03,"PANEL, SIDE COVER",assembled,CRS,SM - Assy,True,,False,300,111.00,33300.00,33300.00,60
7698,7151649,not_started,0042-78470,03,"BRACKET ASSY, LOTO, MITSUBISHI 3P CB, 10",assembled,,Historical Part Requote,False,,False,1,249.86,249.86,249.86,60
7698,7151649,not_started,0042-78470,03,"BRACKET ASSY, LOTO, MITSUBISHI 3P CB, 10",assembled,,Historical Part Requote,False,,False,5,58.60,293.00,293.00,60
7698,7151649,not_started,0042-78470,03,"BRACKET ASSY, LOTO, MITSUBISHI 3P CB, 10",assembled,,Historical Part Requote,False,,False,10,34.69,346.90,346.90,50
7698,7151649,not_started,0042-78470,03,"BRACKET ASSY, LOTO, MITSUBISHI 3P CB, 10",assembled,,Historical Part Requote,False,,False,25,20.35,508.75,508.75,60
7698,7151649,not_started,0042-78470,03,"BRACKET ASSY, LOTO, MITSUBISHI 3P CB, 10",assembled,,Historical Part Requote,False,,False,50,15.57,778.50,778.50,60
7698,7151649,not_started,0042-78470,03,"BRACKET ASSY, LOTO, MITSUBISHI 3P CB, 10",assembled,,Historical Part Requote,False,,False,100,13.28,1328.00,1328.00,60
7698,7151649,not_started,0042-78470,03,"BRACKET ASSY, LOTO, MITSUBISHI 3P CB, 10",assembled,,Historical Part Requote,False,,False,200,12.09,2418.00,2418.00,50
7698,7151649,not_started,0042-78470,03,"BRACKET ASSY, LOTO, MITSUBISHI 3P CB, 10",assembled,,Historical Part Requote,False,,False,300,11.69,3507.00,3507.00,60
7698,7151650,not_started,0042-85526,04,"CB PADLOCK BRKT ABB,SU200",assembled,Stainless Steel 304,SM - Assy,True,,False,1,672.00,672.00,772.00,20
7698,7151650,not_started,0042-85526,04,"CB PADLOCK BRKT ABB,SU200",assembled,Stainless Steel 304,SM - Assy,True,,False,5,148.00,740.00,840.00,20
7698,7151650,not_started,0042-85526,04,"CB PADLOCK BRKT ABB,SU200",assembled,Stainless Steel 304,SM - Assy,True,,False,10,81.60,816.00,916.00,20
7698,7151650,not_started,0042-85526,04,"CB PADLOCK BRKT ABB,SU200",assembled,Stainless Steel 304,SM - Assy,True,,False,25,42.28,1057.00,1157.00,20
7698,7151650,not_started,0042-85526,04,"CB PADLOCK BRKT ABB,SU200",assembled,Stainless Steel 304,SM - Assy,True,,False,50,29.18,1459.00,1559.00,20
7698,7151650,not_started,0042-85526,04,"CB PADLOCK BRKT ABB,SU200",assembled,Stainless Steel 304,SM - Assy,True,,False,100,22.71,2271.00,2271.00,21
7698,7151650,not_started,0042-85526,04,"CB PADLOCK BRKT ABB,SU200",assembled,Stainless Steel 304,SM - Assy,True,,False,200,19.43,3886.00,3886.00,22
7698,7151650,not_started,0042-85526,04,"CB PADLOCK BRKT ABB,SU200",assembled,Stainless Steel 304,SM - Assy,True,,False,300,18.34,5502.00,5502.00,23
7698,7151651,not_started,0022-38799,03,"GROUND BUSS BAR, 36 POSITION",manufactured,Copper 110,MS - Mill,True,,False,1,1320.00,1320.00,1320.00,60
7698,7151651,not_started,0022-38799,03,"GROUND BUSS BAR, 36 POSITION",manufactured,Copper 110,MS - Mill,True,,False,5,507.00,2535.00,2535.00,60
7698,7151651,not_started,0022-38799,03,"GROUND BUSS BAR, 36 POSITION",manufactured,Copper 110,MS - Mill,True,,False,10,410.00,4100.00,4100.00,60
7698,7151651,not_started,0022-38799,03,"GROUND BUSS BAR, 36 POSITION",manufactured,Copper 110,MS - Mill,True,,False,25,351.00,8775.00,8775.00,60
7698,7151651,not_started,0022-38799,03,"GROUND BUSS BAR, 36 POSITION",manufactured,Copper 110,MS - Mill,True,,False,50,332.00,16600.00,16600.00,60
7698,7151651,not_started,0022-38799,03,"GROUND BUSS BAR, 36 POSITION",manufactured,Copper 110,MS - Mill,True,,False,100,325.00,32500.00,32500.00,60
7698,7151651,not_started,0022-38799,03,"GROUND BUSS BAR, 36 POSITION",manufactured,Copper 110,MS - Mill,True,,False,200,320.00,64000.00,64000.00,60
7698,7151651,not_started,0022-38799,03,"GROUND BUSS BAR, 36 POSITION",manufactured,Copper 110,MS - Mill,True,,False,300,323.00,96900.00,96900.00,60
7698,7151660,not_started,0022-38846,03,"BRACKET, SUPPORT CROSS
BEAM",manufactured,CRS,SM - Piece,True,,False,1,1020.00,1020.00,1020.00,60
7698,7151660,not_started,0022-38846,03,"BRACKET, SUPPORT CROSS
BEAM",manufactured,CRS,SM - Piece,True,,False,5,212.00,1060.00,1060.00,60
7698,7151660,not_started,0022-38846,03,"BRACKET, SUPPORT CROSS
BEAM",manufactured,CRS,SM - Piece,True,,False,10,122.00,1220.00,1220.00,60
7698,7151660,not_started,0022-38846,03,"BRACKET, SUPPORT CROSS
BEAM",manufactured,CRS,SM - Piece,True,,False,25,61.72,1543.00,1543.00,60
7698,7151660,not_started,0022-38846,03,"BRACKET, SUPPORT CROSS
BEAM",manufactured,CRS,SM - Piece,True,,False,50,42.36,2118.00,2118.00,60
7698,7151660,not_started,0022-38846,03,"BRACKET, SUPPORT CROSS
BEAM",manufactured,CRS,SM - Piece,True,,False,100,33.85,3385.00,3385.00,60
7698,7151660,not_started,0022-38846,03,"BRACKET, SUPPORT CROSS
BEAM",manufactured,CRS,SM - Piece,True,,False,200,29.47,5894.00,5894.00,60
7698,7151660,not_started,0022-38846,03,"BRACKET, SUPPORT CROSS
BEAM",manufactured,CRS,SM - Piece,True,,False,300,30.09,9027.00,9027.00,60
7698,7151661,not_started,0041-91882,02,"BRACKET, MOUNT, TEMP CONTROLLER",assembled,CRS,SM - Piece,True,,False,1,773.00,773.00,773.00,60
7698,7151661,not_started,0041-91882,02,"BRACKET, MOUNT, TEMP CONTROLLER",assembled,CRS,SM - Piece,True,,False,5,172.00,860.00,860.00,60
7698,7151661,not_started,0041-91882,02,"BRACKET, MOUNT, TEMP CONTROLLER",assembled,CRS,SM - Piece,True,,False,10,96.50,965.00,965.00,60
7698,7151661,not_started,0041-91882,02,"BRACKET, MOUNT, TEMP CONTROLLER",assembled,CRS,SM - Piece,True,,False,25,54.56,1364.00,1364.00,60
7698,7151661,not_started,0041-91882,02,"BRACKET, MOUNT, TEMP CONTROLLER",assembled,CRS,SM - Piece,True,,False,50,41.88,2094.00,2094.00,60
7698,7151661,not_started,0041-91882,02,"BRACKET, MOUNT, TEMP CONTROLLER",assembled,CRS,SM - Piece,True,,False,100,35.64,3564.00,3564.00,60
7698,7151661,not_started,0041-91882,02,"BRACKET, MOUNT, TEMP CONTROLLER",assembled,CRS,SM - Piece,True,,False,200,32.47,6494.00,6494.00,60
7698,7151661,not_started,0041-91882,02,"BRACKET, MOUNT, TEMP CONTROLLER",assembled,CRS,SM - Piece,True,,False,300,25.18,7554.00,7554.00,60
7698,7151662,not_started,0042-07295,03,"PANEL, REAR BLANK",assembled,CRS,SM - Assy,True,,False,1,646.00,646.00,646.00,60
7698,7151662,not_started,0042-07295,03,"PANEL, REAR BLANK",assembled,CRS,SM - Assy,True,,False,5,168.00,840.00,840.00,60
7698,7151662,not_started,0042-07295,03,"PANEL, REAR BLANK",assembled,CRS,SM - Assy,True,,False,10,108.00,1080.00,1080.00,60
7698,7151662,not_started,0042-07295,03,"PANEL, REAR BLANK",assembled,CRS,SM - Assy,True,,False,25,71.92,1798.00,1798.00,60
7698,7151662,not_started,0042-07295,03,"PANEL, REAR BLANK",assembled,CRS,SM - Assy,True,,False,50,59.98,2999.00,2999.00,60
7698,7151662,not_started,0042-07295,03,"PANEL, REAR BLANK",assembled,CRS,SM - Assy,True,,False,100,54.08,5408.00,5408.00,60
7698,7151662,not_started,0042-07295,03,"PANEL, REAR BLANK",assembled,CRS,SM - Assy,True,,False,200,51.09,10218.00,10218.00,60
7698,7151662,not_started,0042-07295,03,"PANEL, REAR BLANK",assembled,CRS,SM - Assy,True,,False,300,41.97,12591.00,12591.00,60
7698,7151663,not_started,0042-07298,06,"WELDMENT, MAIN HOUSING",assembled,CRS,SM - Assy,True,,False,1,1710.00,1710.00,1710.00,60
7698,7151663,not_started,0042-07298,06,"WELDMENT, MAIN HOUSING",assembled,CRS,SM - Assy,True,,False,5,837.00,4185.00,4185.00,60
7698,7151663,not_started,0042-07298,06,"WELDMENT, MAIN HOUSING",assembled,CRS,SM - Assy,True,,False,10,728.00,7280.00,7280.00,60
7698,7151663,not_started,0042-07298,06,"WELDMENT, MAIN HOUSING",assembled,CRS,SM - Assy,True,,False,25,663.00,16575.00,16575.00,60
7698,7151663,not_started,0042-07298,06,"WELDMENT, MAIN HOUSING",assembled,CRS,SM - Assy,True,,False,50,641.00,32050.00,32050.00,60
7698,7151663,not_started,0042-07298,06,"WELDMENT, MAIN HOUSING",assembled,CRS,SM - Assy,True,,False,100,631.00,63100.00,63100.00,60
7698,7151663,not_started,0042-07298,06,"WELDMENT, MAIN HOUSING",assembled,CRS,SM - Assy,True,,False,200,626.00,125200.00,125200.00,60
7698,7151663,not_started,0042-07298,06,"WELDMENT, MAIN HOUSING",assembled,CRS,SM - Assy,True,,False,300,521.00,156300.00,156300.00,60
7698,7151665,not_started,0042-07299,04,"PANEL, REAR BLANK",assembled,CRS,SM - Assy,True,,False,1,647.00,647.00,647.00,60
7698,7151665,not_started,0042-07299,04,"PANEL, REAR BLANK",assembled,CRS,SM - Assy,True,,False,5,168.00,840.00,840.00,60
7698,7151665,not_started,0042-07299,04,"PANEL, REAR BLANK",assembled,CRS,SM - Assy,True,,False,10,109.00,1090.00,1090.00,60
7698,7151665,not_started,0042-07299,04,"PANEL, REAR BLANK",assembled,CRS,SM - Assy,True,,False,25,72.28,1807.00,1807.00,60
7698,7151665,not_started,0042-07299,04,"PANEL, REAR BLANK",assembled,CRS,SM - Assy,True,,False,50,60.30,3015.00,3015.00,60
7698,7151665,not_started,0042-07299,04,"PANEL, REAR BLANK",assembled,CRS,SM - Assy,True,,False,100,54.41,5441.00,5441.00,60
7698,7151665,not_started,0042-07299,04,"PANEL, REAR BLANK",assembled,CRS,SM - Assy,True,,False,200,51.42,10284.00,10284.00,60
7698,7151665,not_started,0042-07299,04,"PANEL, REAR BLANK",assembled,CRS,SM - Assy,True,,False,300,41.90,12570.00,12570.00,60
7698,7151666,not_started,0042-07304,08,"PANEL, REAR CONNECTOR",assembled,CRS,SM - Assy,True,,False,1,808.00,808.00,808.00,60
7698,7151666,not_started,0042-07304,08,"PANEL, REAR CONNECTOR",assembled,CRS,SM - Assy,True,,False,5,218.00,1090.00,1090.00,60
7698,7151666,not_started,0042-07304,08,"PANEL, REAR CONNECTOR",assembled,CRS,SM - Assy,True,,False,10,144.00,1440.00,1440.00,60
7698,7151666,not_started,0042-07304,08,"PANEL, REAR CONNECTOR",assembled,CRS,SM - Assy,True,,False,25,99.04,2476.00,2476.00,60
7698,7151666,not_started,0042-07304,08,"PANEL, REAR CONNECTOR",assembled,CRS,SM - Assy,True,,False,50,84.26,4213.00,4213.00,60
7698,7151666,not_started,0042-07304,08,"PANEL, REAR CONNECTOR",assembled,CRS,SM - Assy,True,,False,100,76.96,7696.00,7696.00,60
7698,7151666,not_started,0042-07304,08,"PANEL, REAR CONNECTOR",assembled,CRS,SM - Assy,True,,False,200,73.27,14654.00,14654.00,60
7698,7151666,not_started,0042-07304,08,"PANEL, REAR CONNECTOR",assembled,CRS,SM - Assy,True,,False,300,60.17,18051.00,18051.00,60
7698,7151670,not_started,0042-07306,08,PANEL REAR CONNECTOR,assembled,CRS,SM - Assy,True,,False,1,1060.00,1060.00,1060.00,60
7698,7151670,not_started,0042-07306,08,PANEL REAR CONNECTOR,assembled,CRS,SM - Assy,True,,False,5,290.00,1450.00,1450.00,60
7698,7151670,not_started,0042-07306,08,PANEL REAR CONNECTOR,assembled,CRS,SM - Assy,True,,False,10,194.00,1940.00,1940.00,60
7698,7151670,not_started,0042-07306,08,PANEL REAR CONNECTOR,assembled,CRS,SM - Assy,True,,False,25,136.00,3400.00,3400.00,60
7698,7151670,not_started,0042-07306,08,PANEL REAR CONNECTOR,assembled,CRS,SM - Assy,True,,False,50,118.00,5900.00,5900.00,60
7698,7151670,not_started,0042-07306,08,PANEL REAR CONNECTOR,assembled,CRS,SM - Assy,True,,False,100,108.00,10800.00,10800.00,60
7698,7151670,not_started,0042-07306,08,PANEL REAR CONNECTOR,assembled,CRS,SM - Assy,True,,False,200,103.00,20600.00,20600.00,60
7698,7151670,not_started,0042-07306,08,PANEL REAR CONNECTOR,assembled,CRS,SM - Assy,True,,False,300,85.18,25554.00,25554.00,60
7698,7151671,not_started,0042-08507,05,"PLATE, MOUNTING",assembled,CRS,SM - Piece,True,,False,1,641.00,641.00,641.00,60
7698,7151671,not_started,0042-08507,05,"PLATE, MOUNTING",assembled,CRS,SM - Piece,True,,False,5,178.00,890.00,890.00,60
7698,7151671,not_started,0042-08507,05,"PLATE, MOUNTING",assembled,CRS,SM - Piece,True,,False,10,132.00,1320.00,1320.00,60
7698,7151671,not_started,0042-08507,05,"PLATE, MOUNTING",assembled,CRS,SM - Piece,True,,False,25,104.00,2600.00,2600.00,60
7698,7151671,not_started,0042-08507,05,"PLATE, MOUNTING",assembled,CRS,SM - Piece,True,,False,50,93.88,4694.00,4694.00,60
7698,7151671,not_started,0042-08507,05,"PLATE, MOUNTING",assembled,CRS,SM - Piece,True,,False,100,89.54,8954.00,8954.00,60
7698,7151671,not_started,0042-08507,05,"PLATE, MOUNTING",assembled,CRS,SM - Piece,True,,False,200,87.20,17440.00,17440.00,60
7698,7151671,not_started,0042-08507,05,"PLATE, MOUNTING",assembled,CRS,SM - Piece,True,,False,300,71.07,21321.00,21321.00,60
7698,7151672,not_started,0042-08533,05,"PANEL, REAR CONNECTOR",assembled,CRS,SM - Piece,True,,False,1,925.00,925.00,925.00,60
7698,7151672,not_started,0042-08533,05,"PANEL, REAR CONNECTOR",assembled,CRS,SM - Piece,True,,False,5,249.00,1245.00,1245.00,60
7698,7151672,not_started,0042-08533,05,"PANEL, REAR CONNECTOR",assembled,CRS,SM - Piece,True,,False,10,165.00,1650.00,1650.00,60
7698,7151672,not_started,0042-08533,05,"PANEL, REAR CONNECTOR",assembled,CRS,SM - Piece,True,,False,25,114.00,2850.00,2850.00,60
7698,7151672,not_started,0042-08533,05,"PANEL, REAR CONNECTOR",assembled,CRS,SM - Piece,True,,False,50,96.90,4845.00,4845.00,60
7698,7151672,not_started,0042-08533,05,"PANEL, REAR CONNECTOR",assembled,CRS,SM - Piece,True,,False,100,88.60,8860.00,8860.00,60
7698,7151672,not_started,0042-08533,05,"PANEL, REAR CONNECTOR",assembled,CRS,SM - Piece,True,,False,200,84.38,16876.00,16876.00,60
7698,7151672,not_started,0042-08533,05,"PANEL, REAR CONNECTOR",assembled,CRS,SM - Piece,True,,False,300,68.38,20514.00,20514.00,60
7698,7151673,not_started,0042-15394,02,PANEL REAR CONNECTOR,assembled,CRS,SM - Assy,True,,False,1,748.00,748.00,748.00,60
7698,7151673,not_started,0042-15394,02,PANEL REAR CONNECTOR,assembled,CRS,SM - Assy,True,,False,5,188.00,940.00,940.00,60
7698,7151673,not_started,0042-15394,02,PANEL REAR CONNECTOR,assembled,CRS,SM - Assy,True,,False,10,118.00,1180.00,1180.00,60
7698,7151673,not_started,0042-15394,02,PANEL REAR CONNECTOR,assembled,CRS,SM - Assy,True,,False,25,75.96,1899.00,1899.00,60
7698,7151673,not_started,0042-15394,02,PANEL REAR CONNECTOR,assembled,CRS,SM - Assy,True,,False,50,61.94,3097.00,3097.00,60
7698,7151673,not_started,0042-15394,02,PANEL REAR CONNECTOR,assembled,CRS,SM - Assy,True,,False,100,55.02,5502.00,5502.00,60
7698,7151673,not_started,0042-15394,02,PANEL REAR CONNECTOR,assembled,CRS,SM - Assy,True,,False,200,51.52,10304.00,10304.00,60
7698,7151673,not_started,0042-15394,02,PANEL REAR CONNECTOR,assembled,CRS,SM - Assy,True,,False,300,44.08,13224.00,13224.00,60
7698,7151674,not_started,0042-77900,01,"PANEL, FRONT",manufactured,CRS,SM - Piece W/HDWE,True,,False,1,711.00,711.00,711.00,60
7698,7151674,not_started,0042-77900,01,"PANEL, FRONT",manufactured,CRS,SM - Piece W/HDWE,True,,False,5,201.00,1005.00,1005.00,60
7698,7151674,not_started,0042-77900,01,"PANEL, FRONT",manufactured,CRS,SM - Piece W/HDWE,True,,False,10,138.00,1380.00,1380.00,60
7698,7151674,not_started,0042-77900,01,"PANEL, FRONT",manufactured,CRS,SM - Piece W/HDWE,True,,False,25,99.20,2480.00,2480.00,60
7698,7151674,not_started,0042-77900,01,"PANEL, FRONT",manufactured,CRS,SM - Piece W/HDWE,True,,False,50,86.44,4322.00,4322.00,60
7698,7151674,not_started,0042-77900,01,"PANEL, FRONT",manufactured,CRS,SM - Piece W/HDWE,True,,False,100,80.06,8006.00,8006.00,60
7698,7151674,not_started,0042-77900,01,"PANEL, FRONT",manufactured,CRS,SM - Piece W/HDWE,True,,False,200,76.88,15376.00,15376.00,60
7698,7151674,not_started,0042-77900,01,"PANEL, FRONT",manufactured,CRS,SM - Piece W/HDWE,True,,False,300,79.11,23733.00,23733.00,60
7698,7151676,not_started,0042-77902,01,"BRACKET, MOUNT TB",manufactured,CRS,SM - Piece W/HDWE,True,,False,1,513.00,513.00,513.00,60
7698,7151676,not_started,0042-77902,01,"BRACKET, MOUNT TB",manufactured,CRS,SM - Piece W/HDWE,True,,False,5,116.00,580.00,580.00,60
7698,7151676,not_started,0042-77902,01,"BRACKET, MOUNT TB",manufactured,CRS,SM - Piece W/HDWE,True,,False,10,66.40,664.00,664.00,60
7698,7151676,not_started,0042-77902,01,"BRACKET, MOUNT TB",manufactured,CRS,SM - Piece W/HDWE,True,,False,25,36.56,914.00,914.00,60
7698,7151676,not_started,0042-77902,01,"BRACKET, MOUNT TB",manufactured,CRS,SM - Piece W/HDWE,True,,False,50,28.28,1414.00,1414.00,60
7698,7151676,not_started,0042-77902,01,"BRACKET, MOUNT TB",manufactured,CRS,SM - Piece W/HDWE,True,,False,100,24.19,2419.00,2419.00,60
7698,7151676,not_started,0042-77902,01,"BRACKET, MOUNT TB",manufactured,CRS,SM - Piece W/HDWE,True,,False,200,22.17,4434.00,4434.00,60
7698,7151676,not_started,0042-77902,01,"BRACKET, MOUNT TB",manufactured,CRS,SM - Piece W/HDWE,True,,False,300,17.21,5163.00,5163.00,60
7698,7151677,not_started,0042-77903,01,"CHASSIS, MOUNTING",manufactured,CRS,SM - Piece W/HDWE,True,,False,1,729.00,729.00,729.00,60
7698,7151677,not_started,0042-77903,01,"CHASSIS, MOUNTING",manufactured,CRS,SM - Piece W/HDWE,True,,False,5,237.00,1185.00,1185.00,60
7698,7151677,not_started,0042-77903,01,"CHASSIS, MOUNTING",manufactured,CRS,SM - Piece W/HDWE,True,,False,10,184.00,1840.00,1840.00,60
7698,7151677,not_started,0042-77903,01,"CHASSIS, MOUNTING",manufactured,CRS,SM - Piece W/HDWE,True,,False,25,151.00,3775.00,3775.00,60
7698,7151677,not_started,0042-77903,01,"CHASSIS, MOUNTING",manufactured,CRS,SM - Piece W/HDWE,True,,False,50,140.00,7000.00,7000.00,60
7698,7151677,not_started,0042-77903,01,"CHASSIS, MOUNTING",manufactured,CRS,SM - Piece W/HDWE,True,,False,100,133.00,13300.00,13300.00,60
7698,7151677,not_started,0042-77903,01,"CHASSIS, MOUNTING",manufactured,CRS,SM - Piece W/HDWE,True,,False,200,130.00,26000.00,26000.00,60
7698,7151677,not_started,0042-77903,01,"CHASSIS, MOUNTING",manufactured,CRS,SM - Piece W/HDWE,True,,False,300,126.00,37800.00,37800.00,60
7699,7151777,not_started,0040-38666,07,"RF COVER, RIGHT, PRODUCER 200MM",assembled,,Historical Part Requote,False,,False,1,0.00,0.00,0.00,50
7699,7151777,not_started,0040-38666,07,"RF COVER, RIGHT, PRODUCER 200MM",assembled,,Historical Part Requote,False,,False,10,0.00,0.00,0.00,50
7699,7151777,not_started,0040-38666,07,"RF COVER, RIGHT, PRODUCER 200MM",assembled,,Historical Part Requote,False,,False,15,0.00,0.00,0.00,50
7699,7151777,not_started,0040-38666,07,"RF COVER, RIGHT, PRODUCER 200MM",assembled,,Historical Part Requote,False,,False,20,0.00,0.00,0.00,50
7699,7151777,not_started,0040-38666,07,"RF COVER, RIGHT, PRODUCER 200MM",assembled,,Historical Part Requote,False,,False,50,0.00,0.00,0.00,50
7699,7151778,not_started,0040-60523,08,"RF COVER, LEFT, PRDUCER 200MM",assembled,,Historical Part Requote,False,,False,1,0.00,0.00,0.00,50
7699,7151778,not_started,0040-60523,08,"RF COVER, LEFT, PRDUCER 200MM",assembled,,Historical Part Requote,False,,False,10,0.00,0.00,0.00,50
7699,7151778,not_started,0040-60523,08,"RF COVER, LEFT, PRDUCER 200MM",assembled,,Historical Part Requote,False,,False,15,0.00,0.00,0.00,50
7699,7151778,not_started,0040-60523,08,"RF COVER, LEFT, PRDUCER 200MM",assembled,,Historical Part Requote,False,,False,20,0.00,0.00,0.00,50
7699,7151778,not_started,0040-60523,08,"RF COVER, LEFT, PRDUCER 200MM",assembled,,Historical Part Requote,False,,False,50,0.00,0.00,0.00,50
7700,7151852,completed,200K21-00337P02,02,"Bus Bar,400 AMP",manufactured,Copper 110,SM - Piece,True,,False,10,107.00,1070.00,1670.00,60
7700,7151853,completed,200K21-00339P02,02,"Bus Bar,400 AMP",manufactured,Copper 110,SM - Piece,True,,False,10,153.00,1530.00,2130.00,60
7700,7151854,completed,200K21-00340,02,"Bus Bar,400 AMP",manufactured,Copper 110,SM - Piece,True,,False,10,134.00,1340.00,1940.00,60
7700,7151855,completed,200K21-00341P03,03,"Bus Bar,400 AMP",manufactured,Copper 110,SM - Piece,True,,False,10,131.00,1310.00,1910.00,60
