erp_code,id,name,phone,phone_ext,type
000529,22495,L3 MUSTANG TECHNOLOGY              ,8503314325,,customer
000237,22675,"LABARGE, INC. (BERRYVILLE, AR)    ",8704236936,,customer
000287,22697,"LABARGE, INC. (PITTSBURGH)        ",4128292700,,customer
000239,22663,"LABARGE, INC. (TULSA, OK)         ",9184592200,,customer
000266,22723,LABARGE (STAFFORD)                ,2812071400,,customer
,449449,Lafayette Instrument Co,7654231505,,customer
,394364,"Lake Air Metal Products, LLC",7635460994,,customer
000132,22602,LANCER PARTNERSHIP LTD             ,2103107000,,customer
000252,22700,L AND R METER SERVICE             ,9797734041,,customer
,415249,Laporte Experts Conseils,4186591135,,customer
,388648,Latitude Aero,8888822929,,customer
,446341,Lawrence Livermore National Laboratory,9254221100,,customer
000552,22515,LEE TOOLS & TOYS                   ,,,customer
000710,592830,Leonardo DRS Technologies,8145348729,,customer
000386,22796,"LEVEL 3 SYSTEMS, L.L.C.           ",5128793101,,customer
,350952,Libra Industries,9726640900,,customer
000290,22684,"LIFESIZE COMMUNICATIONS, INC.     ",5123479300,,customer
000294,22686,"LIFE-TECH, INC.                   ",2814916600,,customer
,419006,LightHouse for the Blind and Visually Impaired,,,customer
000434,22871,LITTLE BLOB OF GREEN               ,5125419118,,customer
000071,22345,LMB MACHINE SHOP                   ,5126013093,,customer
,447611,Lockheed Martin,6619659003,,customer
,484712,"Lotus USA, Inc",7077653969,,customer
000278,22671,"L&P MACHINE, INC.                 ",2098244749,,customer
000430,22873,LUMINEX                            ,5123363545,,customer
,26475,Lunewave INC,,,customer
000250,22699,M3 DESIGN                         ,5122188858,,customer
000380,22848,M7 AEROSPACE                      ,2108208630,,customer
000485,22773,MAGNETO SPEED LLC                  ,5123101400,,customer
000072,22351,"MANITOWOC PROTOTYPES, INC.         ",9206821388,,customer
,394656,Maple Leaf Manufacturing Inc,6106859887,,customer
000445,22407,MARIO HERNANDEZ                    ,2109302912,,customer
000052,22324,"MARK TWO ENGINEERING, INC.         ",3058893280,,customer
000165,22579,MARSHALL GAS CONTROLS             ,8008772495,,customer
000541,22504,MASTERS PRECISION                  ,6309860099,,customer
000685,350823,Maynard Inc,4794436677,,customer
,123869,Maysteel,,,customer
000285,22695,MCDONALD TECHNOLOGIES             ,2109301500,,customer
000557,22792,MCLERNON METHOD LLC                ,5127978492,,customer
,449227,MDC Precision,8004438817,,customer
000494,22449,MDSYSCO                            ,5129615653,,customer
000369,22816,"MEGABINGO, INC.                   ",5123347500,,customer
000490,22445,MEGLADON FIBER PRODUCT GROUP       ,5126234694,,customer
000436,22876,MENSOR CORPORATION                 ,5123964200,,customer
000159,22523,"MERCURY TOOL & MACHINE, INC.      ",2547521639,,customer
000098,22377,"MERTEK, INC.                       ",5124020269,,customer
,292103,MERYTEK,5124020269,,customer
,85194,Metals2go,,,customer
,673567,Metalworking Group,5136010698,,customer
000317,22726,METRICA CORP                      ,7049443510,,customer
000335,22769,"METRIX INDUSTRIES, LLC            ",8306934845,,customer
000112,22390,MICROBAR INCORPORATED              ,4085411040,,customer
000153,22575,MIKE MANGUM                       ,5126534823,,customer
,385409,Milwaukee Tool (Brookfield),8007293878,,customer
000334,22710,MINARDI TEAM USA                  ,3172413955,,customer
000333,22804,"MINARDI TEAM USA, LLC             ",,,customer
000583,22541,MISSION COMPETITION FITNESS EQUIPM ,8086351733,,customer
000206,22616,MITCH GOSS                        ,5122552883,,customer
000373,22839,M & M MACHINE WORKS               ,5124427456,,customer
,523051,Modern Industries,,,customer
000601,22552,MODE-WISE SERVICES LLC             ,5128006147,,customer
000203,22637,"MOLECULAR IMPRINTS, INC.          ",5123397760,,customer
,418294,Monroe Custom Utility Bodies,3178948684,,customer
,480485,Morton Industries,3092632590,,customer
,357732,Motivo Engineering,8446684861,,customer
000337,22712,"MOTOROLA, INC.                    ",5124277219,,customer
,419664,Mountain Mechanical Sales & Service Ltd.,2504256535,,customer
000196,22634,MUSTANG XTREME SPORT RACING       ,2488578278,,customer
000408,22755,MUTO TECHNOLOGY                   ,5122512211,,customer
000438,22878,NADA TECHNOLOGIES                  ,5124436232,,customer
000348,22738,NASA/JSC                          ,2814838957,,customer
,449338,National Carwash Solutions,5159863700,,customer
000188,22477,NATIONAL INSTRUMENTS              ,5127940100,,customer
000451,22757,NATIONAL OILWELL VARCO             ,5123405000,,customer
,451403,National Research Council Canada,6139939821,,customer
000217,22626,"NAVAL UNDERSEA WARFARE CTR, DK    ",3603153171,,customer
000032,22309,NAVINI NETWORKS                    ,9728524200,,customer
000481,22439,"NCS MULTISTAGE, LLC                ",2814532234,,customer
000470,22430,NEPCO INTERNATIONAL (MATRIX METALS),2813425511,,customer
000522,22488,"NET CELERITY, INC.                 ",5128254030,,customer
000339,22713,"NETSTREAMS, INC.                  ",5129779393,,customer
000121,22398,"NEWISYS, A SANMINA-SCI COMPANY     ",5123409050,,customer
000578,22536,NEWPORT CORPORATION                ,9498633144,,customer
000534,22506,NEXT DESK                          ,5126864564,,customer
,590836,Nextracker Inc.,7132812422,,customer
000068,22342,NLINE CORPORATION                  ,5124407720,,customer
000424,22863,NORDAM GROUP INC.                  ,9188786578,,customer
,417886,Nord Lock Inc,1412279114,,customer
,27255,NOR-ELL,,,customer
,388705,NORSK TITANIUM US INC.,5183244010,,customer
,494289,"Nortek Air Solutions, LLC",,,customer
,493609,Northrop Grumman Corp.,5123772222,,customer
000051,22329,NORTHROP GRUMMAN CORP.             ,3103311396,,customer
000289,22698,NUVENTIX                          ,5123828100,,customer
,27247,NxEdge,4087270893,4050,customer
000368,22744,OBSELETE ANUE                     ,8586239557,,customer
000342,22715,"OCEANEERING INTERNATIONAL, INC.   ",7133294500,,customer
000515,22484,"OFI TESTING EQUIPMENT, INC.",8323207333,,customer
000356,22832,OIL STATES INDUSTRIES             ,5125641700,,customer
000232,22658,"OMEGA OPTICS, INC.                ",5129968833,,customer
000108,22386,"ONE SOURCE MANUFACTURING, LLC      ",5122593272,,customer
000101,22380,OPTIMAS OE SOLUTIONS               ,6103958480,,customer
000136,22606,ORCA GREEN MARINE                  ,5125671330,,customer
,440883,Oregon Iron Works Inc.,3606947649,,customer
000220,22628,OTHER WORLD COMPUTING             ,8153388685,,customer
000038,22311,"OUTBOARD PROPULSION SYSTEMS, LLC   ",9046767685,,customer
,568243,Ovivo,5128346002,,customer
000283,22694,PAC                               ,2815800339,,customer
000065,22339,"PACIFIC CAST TECHNOLOGIES, INC     ",5419674835,,customer
000597,22802,PACIFIC DESIGN TECHNOLOGIES        ,8059619110,,customer
,426306,Panel Built Inc.,8006363873,,customer
,579361,Panthor Limited,4478503943,,customer
000235,22661,"PBV-USA, INC./ZY-TECH GLOBAL INDUS",2815651010,,customer
000532,22499,PCC AEROSTRUCTURES BRITTAN MACHINE ,3166163109,,customer
000045,22319,PEARSON MEDICAL TECHNOLOGIES       ,3186403603,,customer
000193,22464,PEMSTAR                           ,5124938931,,customer
,417850,Penn Stainless Products Inc,2155363053,,customer
000403,22850,"PENSKE RACING, INC                ",7046648589,,customer
,27257,Pentagon Technologies,,,customer
,423481,Perimeter Global Logistics,2147663993,,customer
,355340,Pfizer,,,customer
000189,22478,PGS RESEARCH US DIVISION          ,5129739002,,customer
000409,22855,PHILADELPHIA MOTORSPORTS          ,2677675034,,customer
000186,22475,PHIL PROKASKI                     ,5122586178,,customer
000383,22452,PINNACLE CNG SYSTEMS LLC          ,4326940202,,customer
000484,22442,PINNACLE TECHNOLOGIES              ,8326342257,,customer
,480475,"Pioneer Distributors, Inc.",7077190993,,customer
,385221,PJ Helicopters Inc,5305275059,,customer
,431488,Plasser American Corp.,7575433526,,customer
000214,22623,"PLASTIC TECHNOLOGY, INC           ",5122677697,,customer
000243,22677,PLATRON MANUFACTURING AND PLATING ,5129891362,,customer
000491,22446,PLEXUS MANUFACTURING SOLUTIONS     ,9157748472,,customer
,478110,PRAB,2693709906,,customer
,385431,Prairie Electric,3605732750,,customer
000083,22348,PRATT & WHITNEY                    ,5128376644,,customer
,27260,"PRECISE MACHINING, CO.",,,customer
000055,22330,"PRECISE TOOL & GAGE CO., INC.      ",8003334243,,customer
000487,22789,PRIMARY SOURCING                   ,7139520082,,customer
000323,22731,PRIMUS RACING PARTS               ,7278047417,,customer
000211,22620,PRO DESIGN TEAM LLC               ,7632588170,,customer
000404,22788,PROFESSIONAL COATING TECHNOLOGIES ,9722917474,,customer
000107,22385,PROGRESSIVE MILITARY TRAINING      ,5122932666,,customer
000199,22647,"PRO-IVC, LLC                      ",7637886965,,customer
,385196,Project Laser Cut CA,7862105352,,customer
000635,22598,PROJECTS UNLIMITED,5129900090,,customer
000332,22814,"PROJECTS UNLIMITED, INC.",9379182200,,customer
,391737,Pro Pac Ltee,4186852050,,customer
000177,22418,PROPER MOLD & ENGINEERING         ,5867798787,,customer
000573,22553,PROSPECT VENTURES                  ,,,customer
000295,22687,PROTECH PERFORMANCE               ,5124906494,,customer
000610,22563,PROTEUS BOAT LIFTS                 ,,,customer
,394246,Protocase Incorporated,8668493911,,customer
000144,22387,PROTO FAB ENTERPRISES              ,5125817493,,customer
000131,22601,"P. T. M. INTERNATIONAL, INC.       ",3054716900,,customer
000059,22333,PURE CASTINGS                      ,5124721330,,customer
,468342,Puritan Manufacturing Inc,4023413753,,customer
000717,672212,"QARBON AEROSPACE, LLC",4697192488,,customer
,496091,QUANTUM SIGN & FABRICATORS,6304660372,,customer
000147,22614,QUICKPARTS                         ,7709013200,,customer
000329,22707,QUICKSILVER RACENGINES            ,3016989009,,customer
000011,22287,"RADIANT PHOTONICS, INC.            ",5122570934,,customer
,260104,Radius Aerospace,5016224300,,customer
000350,22739,"RADIUS AEROSPACE-FT WORTH,INC      ",8174510620,,customer
,755098,Ram Alloys,7134461890,,vendor
000070,22344,"R. A. MICROJETS, INC.              ",3058636603,,customer
000613,22567,RANDOLPH AUSTIN COMPANY            ,8005315263,,customer
000483,22441,RAPID MACHINE SHOP                 ,2107247601,,customer
000365,22833,RAPID PCB DEVELOPMENT LLC         ,8778875777,,customer
000429,22869,"RAYDYNE ENERGY, INC.               ",5126694962,,customer
000103,22358,"RAYLAR DESIGN, INC.                ",5122523600,,customer
000421,22865,RCD INTERNATIONAL                  ,5128643100,,customer
000157,22403,"R & D MOLDERS, INC.               ",5123855761,,customer
,755906,Rebuild Manufacturing,,,customer
,141356,Redbird Flight Simulations,,,customer
,385217,Relativity Space,2282203772,,customer
,419106,Remora Carbon,7347444862,,customer
000684,357235,Renu Robotics,8335668268,,customer
000361,22810,"RESEARCH ANALYSIS & MAINT., INC.  ",2542889937,,customer
000366,22834,"RESPIRATORY RESEARCH, INC.        ",8772547693,,customer
000630,22589,RETRONIX SEMICONDUCTOR             ,5128085659,,customer
000533,22498,"REVEILLE PEAK RANCH, LLC           ",5127551177,,customer
000574,22800,REVIVAL CYCLES                     ,,,customer
,385202,Rexarc International Inc,9378394604,,customer
000629,22588,RHINESTAHL - CTS                   ,5132046245,,customer
,440889,Rhino Tool House,8887277882,,customer
000114,22392,RIMAGE                             ,9529448144,,customer
,487823,Riotinto Weipa,,,customer
,617744,"RJE International, Inc. / Oceanbotics, Inc.",9497279399,41,customer
000271,22704,RJ PRECISION MACHINING            ,5122593000,,customer
000466,22426,ROSE ELECTRONICS                   ,2819337673,,customer
000690,480872,"Rotating Composite Technologies, LLC",8608296809,,customer
000667,259847,Royal Composites,3088322760,,customer
000349,22828,SABEREX GROUP LTD                 ,5126154604,,customer
000482,22440,"SAFRAN ELECTRICAL & POWER USA, LLC ",,,customer
000535,22500,SAFT AMERICA INC.                  ,2292452949,,customer
000025,22300,SAIA BURGESS ELECTRONICS           ,8472159600,,customer
000640,22596,SAIC,973439280,,customer
000185,22474,SANMINA-SCI CORPORATION           ,5129775050,,customer
,641337,SARONIC,,,customer
000389,22822,SCHLUMBERGER                       ,7138491700,,customer
000172,22415,SCHLUMBERGER RESERVOIR COMPLETIONS,2812855810,,customer
000467,22427,SCHROEDER AMERICA                  ,2106628200,,customer
000676,124282,Schweizer RSG LLC,,,customer
000608,22561,"SCIENCE & ENGINEERING SERVICES, LLC",4435390139,,customer
,427307,Seaberg Industries Inc.,5634452130,,customer
000056,22327,"SECRETARY OF STATE, UCC DIVISION   ",5124752700,,customer
000277,22670,SEE #359 ** ASCENDANT ENGINEERING ,5123715704,,customer
000311,22724,"SEMICONDUCTOR SUPPORT SERVICES,CO.",5122677087,,customer
,34400,Semtive,,,customer
,480491,Senneca,,,customer
000718,461190,Serbin Machining Inc.,5058232211,,customer
000173,22416,SERMATECH CASTINGS                ,3055994100,,customer
000197,22635,SHELLCAST FOUNDRIES INC.          ,513223760,,customer
000594,22554,SHOT FORCE                         ,7407533927,,customer
,394397,Siemens,,,customer
,610739,Siemens Energy,3466271206,,customer
000473,22433,SIERRA MICROWAVE                   ,5128695007,,customer
000517,22790,SIGNATURE SCIENCE                  ,5125332087,,customer
,393927,Signature Sign & Image,9053570885,,customer
000273,22706,"SILICON HILLS DESIGN, INC.        ",5128361088,,customer
,129477,SISU,,,customer
000598,22549,SKYRUNNER LLC                      ,318219572,,customer
000060,22334,SMT                                ,6309613000,,customer
000183,22469,"SOLID CONCEPTS, INC.              ",6612579300,,customer
000492,22447,SONUS                              ,9786148557,,customer
,444880,Soucy Group,8194749008,2531,customer
000618,22580,SOUTHEASTERN METAL PRODUCTS LLC    ,,,customer
000417,22854,SOUTHWEST RESEARCH INSTITUTE      ,2105225982,,customer
000663,27939,SpaceX,3106824435,,customer
000296,22688,SPARKMEN INDUSTRIES               ,3615730001,,customer
000307,22763,SPECTRA DYNAMICS                  ,5122552233,,customer
000010,22286,SPECTRO ANALYTICAL INSTRUMENTS GMBH,,,customer
000138,22365,SPENCER MACHINE & ENGINEERING      ,7156594525,,customer
000416,22859,"SPIRIT AEROSYSTEMS, INC.          ",3165264912,,customer
000617,22571,SPIRIT OF SAN ANTONIO,2107623799,,customer
000330,22768,SPORTSCAR PERFORMANCE             ,8172655299,,customer
000585,22539,"SQUARE HOUSE BUILDINGS, LLC        ",512293650,,customer
000255,22652,"SSC, INC.                         ",5123890433,,customer
,648806,Standex Electronics,8667826339,,customer
000390,22749,STARVISION TECHNOLOGIES           ,9792605015,,customer
000275,22668,"STEAG HAMATECH USA, INC.          ",5129291880,,customer
000480,22437,STEALTH PRODUCTS                   ,5127159995,,customer
000607,22565,STEELSENTRY                        ,5122847867,,customer
000322,22730,"STEPHEN GOULD, INC.               ",5104452315,,customer
,415368,Sterling Promotional Group,8883109963,,customer
000440,22388,STI CEMS SERVICES                  ,4796372696,,customer
000191,22631,STOP TECH LLC                     ,3103254799,,customer
000265,22722,STRATAGENE                        ,8585355400,,customer
,477336,STS Aviation Services,3212370305,,customer
,539619,Suntronic LLC,9722319098,,customer
,745052,Supply Technologies,,,customer
000558,22519,SURGE PERFORMANCE TRAINING LLC     ,5126940678,,customer
,27264,"SWEENEY'S CUSTOM MACHINING, INC.",,,customer
000084,22349,"SYMTX, INC                         ",5123287799,,customer
000074,22353,"SYNERGEERING GROUP, LLC            ",3132153076,,customer
,421502,Synergy Resources,6316652050,,customer
000263,22720,SYNETICS SOLUTIONS                ,5034656000,,customer
,426360,Systel,2813133600,,customer
000319,22786,SYSTEL                            ,2813133600,,customer
000096,22375,T2 MOTORSPORTS                     ,5126944602,,customer
000268,22701,TABERNUS                          ,5123729823,,customer
000041,22317,"TAKATA SEAT BELTS, INC.            ",2102505093,,customer
,419088,Tampco Inc,3368351895,,customer
000210,22619,TANISYS TECHNOLOGY                ,5123354440,,customer
000088,22369,TARA TECHNOLOGIES CORPORATION      ,3862530628,,customer
000050,22323,TAYLOR MASON                       ,2107335455,,customer
000346,22794,TAYLOR RACE ENGINEERING INC.      ,9724220567,,customer
000245,22678,"TAYLOR VALVE TECHNOLOGY, INC.     ",4057870145,,customer
000464,22425,TD WILLIAMSON                      ,8888396766,,customer
000554,22517,"TECAL MANUFACTURING, LLC           ",9155931413,,customer
,27258,Tech Metals,,,customer
,484735,"Technology International, Inc.",4073592373,,customer
000412,22857,TECH PLASTICS                     ,5127597538,,customer
000234,22660,TECMAG                            ,7136678747,,customer
,385441,Tec Service Solutions LLC,2123756703,,customer
000219,22638,TEFTEC CORPORATION                ,2104770330,,customer
000347,22808,TELEDYNE GEOPHYSICAL INSTRUMENTS  ,7136662561,,customer
000310,22766,"TELEDYNE INSTRUMENTS, INC.         ",5085482077,,customer
000591,22544,TERADYNE                           ,5127361780,,customer
000303,22782,TESCO                             ,2542889937,,customer
000259,22653,TESCOM**                          ,5122446689,,customer
,395494,Tesla,4044292204,,customer
000447,22737,TEST                               ,,,customer
000660,28397,Testing Example Company,,,customer
,776471,"Tetra Mold and Tool, Inc.",9378451651,,customer
000469,22429,TEXAS AIR SERVICES INC             ,2813377763,,customer
000274,22667,TEXAS A&M UNIVERSITY              ,5855066737,,customer
,27246,Texas Heat Treating,5122555884,,customer
000248,22681,"TEXAS HYDRAULICS, INC.            ",2547704701,,customer
,34821,Texas Weapon Systems,,,customer
000222,22639,"TEXZEC, INC.                      ",5122554440,,customer
000034,22314,THE BOEING COMPANY                 ,3142336182,,customer
,105132,The Boring Company,,,customer
,385313,The Navy,7036950965,,customer
,418295,ThermaPlate,9722131050,,customer
000556,22540,THERMASLO STEAM BATH CO.           ,8058138447,,customer
000233,22659,THERMO ELECTRON CORPORATION       ,5123889351,,customer
000336,22711,THERMO FISHER                     ,7637832500,,customer
000231,22657,THERMON MANUFACTURING COMPANY     ,5123965801,,customer
,388660,The Slate River Systems Inc.,8332286902,,customer
000586,22542,THINKBOT SOLUTIONS LLC             ,5122227531,,customer
000479,22761,THORLABS SCIENTIFIC IMAGING        ,9733002577,,customer
000338,22708,THRUBIT SOLUTIONS                 ,2817694501,,customer
000463,22424,THRUSTMASTER OF TEXAS              ,7139376295,,customer
,651384,TITAN Engineering & Automation Ltd  (TEAL),,,customer
000264,22721,TLB INTERNATIONAL                 ,5124394406,,customer
000044,22320,TODAY'S KIDS                       ,9724049335,,customer
000351,22829,TODD HAYES                        ,4359011889,,customer
000427,22870,TOLTEQ                             ,5123314241,,customer
000316,22767,TOOLMEN                           ,5122550003,,customer
000422,22867,TOP FLIGHT AEROSTRUCTURES          ,6782131370,,customer
,27267,TOP J METAL WORKS LLC,,,customer
000111,22389,"TORMAX TECHNOLOGIES, INC.          ",2104943551,,customer
000511,22480,TOSHIBA INTERNATIONAL CORPORATION,7134660277,,customer
000609,22562,TOUCH INTERNATIONAL                ,5126460340,,customer
000280,22672,"TOYOTA TSUSHO AMERICA, INC.       ",2107980900,,customer
000505,22460,TRANSATLANTIC RACEPARTS LTD        ,7708890499,,customer
,629965,TransPak,,,customer
000182,22473,TRI-AUSTIN                        ,5122632101,,customer
000713,682372,Trigger Empire,9109641007,,customer
000039,22316,TRI-M MACHINE                      ,5123889757,,customer
000442,22735,TRIUMPH AEROSTRUCTURES- TULSA      ,,,customer
000260,22718,"TRIUMPH AIRBORNE STRUCTURES, INC. ",5012621555,,customer
000400,22840,TRIUMPH AIR REPAIR                ,6024371144,,customer
000407,22778,"TRIUMPH AVIATION SERVICES ASIA,LTD",6638465070,,customer
000444,22736,TRIUMPH FABRICATIONS HS            ,5016232883,,customer
000082,22359,TRUTH HARDWARE                     ,5074515620,,customer
000267,22691,TR WILSON ENTERPRISES             ,5123525098,,customer
000213,22622,"TURBINE RECOVERY, INC.            ",2103647763,,customer
,27249,"TURN-KEY COATINGS, INC.",,,customer
000414,22734,UCT/ADVANCED INTEGRATION TECHNOLOGI,4809400036,,customer
,153327,UICO,,,customer
000453,22410,ULTRA CLEAN ASIA PACIFIC PTE LTD   ,6567557577,,customer
000167,22413,ULTRA CLEAN TECHNOLOGY,5122526100,,customer
000341,22714,"ULTRA CLEAN TECH SHANGHAI CO., LTD",,,customer
000455,22411,ULTRA ELECTRONICS ADVANCED TACTICAL,5123276795,,customer
000581,22801,ULTRA ELECTRONICS ICE              ,7857766423,,customer
000633,22597,"ULTRA ELECTRONICS, NSPI            ",5124342800,,customer
000272,22705,ULTRA ELECTRONICS-NUCLEAR SENSORS,5124342825,,customer
000643,22858,ULTRA ELECTRONICS PRECISION CONTROL,,,customer
000670,221800,ULTRA ENERGY,5124342997,,customer
000288,22683,"ULTRALIFE BATTERIES, INC.         ",3153327100,,customer
000596,22559,UNDERGROUND TACTICAL               ,5122889292,,customer
000171,22471,"UNIDYNAMICS, INC.                 ",9365394545,,customer
000559,22528,UNIGEN                             ,5125848181,,customer
,437252,United Ammunition Containers,7316868303,,customer
,744682,"United Aviation Accessories, Inc.",8174478000,123,customer
,154595,University of Texas,,,customer
000258,22654,UPLINK CORP.                      ,5123391388,,customer
000568,22823,UPTIME SOLUTIONS                   ,5122361177,,customer
,422881,US Air Force,3256962303,,customer
000187,22476,US BRAKE                          ,8128977651,,customer
000419,22774,U.S. GOVERNMENT                    ,8042794066,,customer
000118,22396,U.T. CENTER FOR ELECTROMECHANICS   ,5122321614,,customer
000160,22524,UT-PRC/MER                        ,5124718120,,customer
000166,22412,"VALENCE TECHNOLOGY, INC.          ",5125272931,,customer
,649135,Valex,,,customer
,431468,Valex USA  |  Corporate Office & Manufacturing,5122128100,,customer
,26121,Vallen,9723047225,,customer
,425725,Valley Tool & Manufacturing Co. Inc.,8004265615,,customer
,480853,Valor Tactical Innovation,9702438750,,customer
000305,22762,VALVTECHNOLOGIES                   ,7138600400,,customer
,456262,Vaughn Industries,8303874314,,customer
,86800,Veeder-Root Co.,,,customer
000015,22291,VENTEX CORPORATION                 ,5122827996,,customer
,385443,Veritas Tools Inc.,3153931967,,customer
,468462,Vermeer Corporation,,,customer
,609548,Versus Aerospace,,,customer
000454,22758,VERTICAL AEROSPACE                 ,9186220007,,customer
,415404,Viaggio Pontoon Boats,5746220490,,customer
000122,22399,VIAS INTERNATIONAL LLC             ,5124522701,,customer
000244,22662,VIRTEX ASSEMBLY SERVICES          ,5128356772,,customer
000457,22772,VIRYD TECHNOLOGIES                 ,5128792807,,customer
000242,22665,"VI TECHNOLOGY, INC.               ",5123214401,,customer
000528,22494,VOLTABOX                           ,5128143700,,customer
000023,22305,VOUGHT SHEET METAL                 ,5129268790,,customer
,420814,Wabash,,,customer
000093,22374,WAYNE FUELING SYSTEMS LLC          ,5123888311,,customer
000226,22655,WAYNE US LOCATION                 ,2604958383,,customer
000495,22450,WEATHERFORD                        ,8325904361,,customer
000031,22308,"WENZEL ASSOCIATES, INC.            ",5124501400,,customer
000518,22486,WESCO AIRCRAFT                     ,6617757200,,customer
,468343,"West Coast Manufacturing, Inc.",7148974221,,customer
000246,22679,WESTERN INDUSTRIES CORPORATION    ,5128321197,,customer
000106,22384,"WESTERN PRECISION, INC.            ",5123852272,,customer
000385,22777,WESTERN SLOPE INDUSTRIES INC      ,,,customer
,451400,"Westmor Industries, LLC",3205892100,,customer
000124,22400,WHEELS OF AMERICA                  ,2143309166,,customer
000362,22815,"WINDWARD, INC.                    ",9857269401,,customer
000387,22797,WINGMAN                           ,5124703912,,customer
,478396,Wm Winkler Co,5094896100,,customer
000130,22600,"WOLFE ENGINEERING, INC.            ",4082322600,,customer
,260009,Wolfram MFG,,,customer
000139,22608,WORKBENCH WIZARDS                  ,5129134138,,customer
000145,22612,"WORLDWIDE WIDGET WORKS, LLC        ",5125029551,,customer
000439,22405,WOVEN ELECTRONICS                  ,8649635131,,customer
000170,22463,"W&W VACUUM & COMPRESSORS, INC.    ",3256954637,,customer
,480776,X-Bow Systems,5057729577,,customer
000384,22771,XENETECH                          ,2257520225,,customer
000539,22502,XILIX SYSTEMS LLC                  ,5125094549,,customer
000500,22455,X TECHNOLOGIES INC,2108228712,,customer
000456,22759,XTREME POWER                       ,5122688191,,customer
000560,22529,YULISTA AVIATION INC               ,9072752800,,customer
,43628,Zach@lunewave.com,,,customer
000241,22664,"ZEBRA IMAGING, INC                ",5122515100,,customer
000357,22741,"ZILKER LABS, INC.                 ",5123828300,,customer
